Ticker,Return,Volatility,Asset Class_2,Asset Class_1,Name,feature
nano,0.03664817,0.159160908,Crypto,Crypto,Nano,1
digixdao,0.014548788,0.110896433,Crypto,Crypto,Digixdao,1
bytecoin-bcn,0.00939455,0.1210304,Crypto,Crypto,Bytecoin-Bcn,1
populous,0.014775211,0.1096573,Crypto,Crypto,Populous,1
monero,0.008275988,0.082264227,Crypto,Crypto,Monero,1
iota,0.010583985,0.110952105,Crypto,Crypto,Iota,1
binance-coin,0.015241609,0.123994664,Crypto,Crypto,Binance-Coin,1
stellar,0.023046785,0.142346048,Crypto,Crypto,Stellar,1
vechain,0.029956923,0.158391315,Crypto,Crypto,Vechain,1
waves,0.004376216,0.084889466,Crypto,Crypto,Waves,1
steem,0.010384624,0.118451234,Crypto,Crypto,Steem,1
litecoin,0.008997194,0.092874701,Crypto,Crypto,Litecoin,1
ethereum-classic,0.006558019,0.09620252,Crypto,Crypto,Ethereum-Classic,1
eos,0.016225353,0.113455178,Crypto,Crypto,Eos,1
bitcoin-gold,0.004623997,0.182166076,Crypto,Crypto,Bitcoin-Gold,1
ethereum,0.0065478,0.066202203,Crypto,Crypto,Ethereum,1
qtum,0.009064958,0.124224142,Crypto,Crypto,Qtum,1
omisego,0.006469542,0.090617435,Crypto,Crypto,Omisego,1
stratis,0.005604944,0.100166792,Crypto,Crypto,Stratis,1
DOPUSD Curncy,-0.000292368,0.003146875,Currency,Currency,Dominican Repub. Peso/Us Dolla,
EURUSD Curncy,0.00029929,0.004117701,Currency,Currency,Euro/Us Dollar,
VEFUSD Curncy,-0.026896451,0.143202705,Currency,Currency,Venezuelan Bolivar/Us Dollar,
JMDUSD Curncy,0.000109079,0.00438887,Currency,Currency,Jamaica Dollar/Us Dollar,
DJFUSD Curncy,7.32E-06,0.003462828,Currency,Currency,Djibouti Franc/Us Dollar,
LVLUSD Curncy,0.000294457,0.004099436,Currency,Currency,Latvian Lat/Us Dollar,
CZKUSD Curncy,0.000501359,0.004653338,Currency,Currency,Czech Koruna/Us Dollar,
BMDUSD Curncy,0,0,Currency,Currency,Bermudian Dollar/Us Dollar,
INRUSD Curncy,-0.000172936,0.002821887,Currency,Currency,Indian Rupee/Us Dollar,
SDRUSD  Curncy,0.000189375,0.002326734,Currency,Currency,Special Drawing Rights/Us Doll,
KYDUSD  Curncy,0,0,Currency,Currency,Cayman Islands/Us Dollar,
TTDUSD Curncy,-8.74E-06,0.001893915,Currency,Currency,Trinidad & Tobago Dollar/Us Do,
BRLUSD Curncy,-0.000282353,0.006245352,Currency,Currency,Brazil Real/Us Dollar,
BNDUSD Curncy,0.00021452,0.002571445,Currency,Currency,Brunei Dollar/Us Dollar,
KESUSD Curncy,0.000164422,0.003165078,Currency,Currency,Kenyan Shilling/Us Dollar,
KMFUSD Curncy,0.000291754,0.00422739,Currency,Currency,Comoros Franc/Us Dollar,
SBDUSD  Curncy,6.79E-05,0.005134746,Currency,Currency,Solomon Is. Dollar/Us Dollar,
RUBUSD Curncy,9.09E-05,0.005693552,Currency,Currency,Russian Ruble/Us Dollar,
PLNUSD Curncy,0.000406675,0.005304065,Currency,Currency,Polish Zloty/Us Dollar,
ANGUSD Curncy,2.29E-05,0.00678961,Currency,Currency,Neth. Ant. Guilder/Us Dollar,
AUDUSD Curncy,-0.000200334,0.004456395,Currency,Currency,Australian Dollar/Us Dollar,
HUFUSD Curncy,9.13E-05,0.004991838,Currency,Currency,Hungarian Forint/Us Dollar,
MADUSD Curncy,0.000176312,0.002976142,Currency,Currency,Moroccan Dirham/Us Dollar,
LKRUSD Curncy,-0.00012479,0.001225092,Currency,Currency,Sri Lankan Rupee/Us Dollar,
SVCUSD Curncy,0,0,Currency,Currency,El Salvador Colon/Us Dollar,
EURUSD  Curncy,0.00029929,0.004117701,Currency,Currency,Euro/Us Dollar,
MKDUSD Curncy,0.000247241,0.005102721,Currency,Currency,Macedonia Denar/Us Dollar,
ILSUSD Curncy,0.000220311,0.003475185,Currency,Currency,Israeli Shekel/Us Dollar,
GBPUSD Curncy,0.000502735,0.005135768,Currency,Currency,British Pound/Us Dollar,
YERUSD Curncy,0,0,Currency,Currency,Yemeni Rial/Us Dollar,
MVRUSD Curncy,1.04E-06,0.001444366,Currency,Currency,Maldives Rufiyaa/Us Dollar,
TWDUSD Curncy,0.00019693,0.002155106,Currency,Currency,Taiwan Dollar/Us Dollar,
MZNUSD Curncy,-0.000216695,0.007126948,Currency,Currency,New Mozambique Metical/Us Doll,
EGPUSD Curncy,9.06E-07,0.001349995,Currency,Currency,Egyptian Pound/Us Dollar,
SEKUSD Curncy,-0.000216974,0.006061754,Currency,Currency,Swedish Krona/Us Dollar,
SKKUSD Curncy,0.000297248,0.004106715,Currency,Currency,Slovakia Koruna/Us Dollar,
SARUSD Curncy,1.08E-08,0.000147665,Currency,Currency,Saudi Riyal/Us Dollar,
TOPUSD  Curncy,4.24E-05,0.003790403,Currency,Currency,Tonga Pa'Anga/Us Dollar,
RONUSD Curncy,0.000180567,0.004353959,Currency,Currency,Romanian Leu/Us Dollar,
GTQUSD Curncy,-9.16E-05,0.00050399,Currency,Currency,Guatemala Quetzal/Us Dollar,
ALLUSD Curncy,0.000354446,0.005717691,Currency,Currency,Albanian Lek/Us Dollar,
MNTUSD Curncy,0.000124099,0.001225329,Currency,Currency,Mongolia Togrog/Us Dollar,
FJDUSD  Curncy,-8.41E-06,0.004669658,Currency,Currency,Fiji Dollar/Us Dollar,
AOAUSD Curncy,-0.002061998,0.014227334,Currency,Currency,Angolan Kwanza/Us Dollar,
XOFUSD Curncy,0.000339553,0.010604783,Currency,Currency,Cfa Franc Bceao/Us Dollar,
MYRUSD Curncy,0.0006566,0.003160442,Currency,Currency,Malaysian Ringgit/Us Dollar,
NGNUSD Curncy,-1.91E-05,0.002214227,Currency,Currency,Nigeria Naira/Us Dollar,
KWDUSD Curncy,4.39E-05,0.000622437,Currency,Currency,Kuwaiti Dinar/Us Dollar,
OMRUSD Curncy,-6.10E-07,0.000223757,Currency,Currency,Omani Rial/Us Dollar,
XCDUSD Curncy,0,0,Currency,Currency,East Caribbean Dollar/Us Dolla,
BYRUSD Curncy,-0.00014306,0.003563394,Currency,Currency,Old Belarus Ruble/Us Dollar,
SITUSD Curncy,0.000335733,0.00751094,Currency,Currency,Slovenia Tolar/Us Dollar,
CHFUSD Curncy,0.000230767,0.004445443,Currency,Currency,Swiss Franc/Us Dollar,
JPYUSD Curncy,0.000330785,0.004336503,Currency,Currency,Japanese Yen/Us Dollar,
GYDUSD Curncy,0.00010721,0.005374522,Currency,Currency,Guyana Dollar/Us Dollar,
AUDUSD  Curncy,-0.000200334,0.004456395,Currency,Currency,Australian Dollar/Us Dollar,
RSDUSD Curncy,0.000324544,0.006425049,Currency,Currency,Serbian Dinar/Us Dollar,
IEPUSD  Curncy,0.000300578,0.004103959,Currency,Currency,Irish Punt/Us Dollar,
GNFUSD Curncy,-1.96E-05,0.001532644,Currency,Currency,Guinea Franc/Us Dollar,
PGKUSD  Curncy,-0.000141182,0.001922978,Currency,Currency,Papua N. G. Kina/Us Dollar,
HTGUSD Curncy,-0.000247415,0.002429248,Currency,Currency,Haiti Gourde/Us Dollar,
PHPUSD Curncy,-0.000128183,0.003234886,Currency,Currency,Philippines Peso/Us Dollar,
ZMWUSD Curncy,-0.000468877,0.007131676,Currency,Currency,Zambian Kwacha/Us Dollar,
XPDUSD  Curncy,0.000201291,0.014992343,Currency,Currency,Palladium/Us Dollar,
RWFUSD Curncy,0,0,Currency,Currency,Rwanda Franc/Us Dollar,
PENUSD Curncy,-3.94E-05,0.002438002,Currency,Currency,Peruvian Sol/Us Dollar,
MOPUSD Curncy,-6.16E-06,0.000529449,Currency,Currency,Macau Pataca/Us Dollar,
ITLUSD Curncy,0.000388243,0.006171941,Currency,Currency,Italian Lira/Us Dollar,
JODUSD Curncy,-2.48E-06,0.002212841,Currency,Currency,Jordanian Dinar/Us Dollar,
LUFUSD Curncy,0.000292007,0.004355947,Currency,Currency,Luxembourg Franc/Us Dollar,
IDRUSD Curncy,-0.000237401,0.002880827,Currency,Currency,Indonesian Rupiah/Us Dollar,
ESPUSD Curncy,0.00034111,0.006767913,Currency,Currency,Spanish Peseta/Us Dollar,
FIMUSD Curncy,0.000296178,0.004149287,Currency,Currency,Finnish Markka/Us Dollar,
DEMUSD Curncy,0.000298454,0.004087998,Currency,Currency,German Mark/Us Dollar,
CADUSD Curncy,-0.000289973,0.004203493,Currency,Currency,Canadian Dollar/Us Dollar,
GMDUSD Curncy,-0.000172704,0.003641814,Currency,Currency,Gambian Dalasi/Us Dollar,
PKRUSD Curncy,-0.000383096,0.002740916,Currency,Currency,Pakistani Rupee/Us Dollar,
TNDUSD Curncy,0.000113626,0.008120851,Currency,Currency,Tunisian Dinar/Us Dollar,
KGSUSD Curncy,5.61E-05,0.002373995,Currency,Currency,Kyrgyzstan Som/Us Dollar,
LAKUSD Curncy,1.52E-07,0.000553235,Currency,Currency,Laos New Kip/Us Dollar,
BOBUSD Curncy,0,0,Currency,Currency,Bolivian Boliviano/Us Dollar,
SZLUSD Curncy,0.000680008,0.009328234,Currency,Currency,Swaziland Lilangeni/Us Dollar,
GELUSD Curncy,-2.34E-05,0.006050611,Currency,Currency,Georgia Lari/Us Dollar,
COPUSD Curncy,0.000194763,0.006077491,Currency,Currency,Colombian Peso/Us Dollar,
GRDUSD Curncy,0.000297321,0.004095542,Currency,Currency,Greek Drachma/Us Dollar,
CVEUSD Curncy,0.000152474,0.005229136,Currency,Currency,Cape Verde Escudo/Us Dollar,
SGDUSD Curncy,0.000209867,0.002471828,Currency,Currency,Singapore Dollar/Us Dollar,
BSDUSD Curncy,0,0,Currency,Currency,Bahamas Dollar/Us Dollar,
LTLUSD Curncy,0.000296255,0.004092855,Currency,Currency,Lithuanian Litas/Us Dollar,
LBPUSD Curncy,-2.32E-05,0.000927563,Currency,Currency,Lebanese Pound/Us Dollar,
ZARUSD Curncy,0.000680008,0.009328234,Currency,Currency,South African Rand/Us Dollar,Reference Point
CNHUSD Curncy,0.000287201,0.003080188,Currency,Currency,China Offshore Spot/Us Dollar,
KHRUSD Curncy,0,0,Currency,Currency,Cambodia Riel/Us Dollar,
ARSUSD Curncy,-0.001294405,0.007231302,Currency,Currency,Argentine Peso/Us Dollar,
FRFUSD Curncy,0.000296537,0.00411295,Currency,Currency,French Franc/Us Dollar,
MMKUSD Curncy,0.00013212,0.005752751,Currency,Currency,Myanmar Kyat/Us Dollar,
ISKUSD Curncy,0.000350093,0.004944801,Currency,Currency,Iceland Krona/Us Dollar,
KZTUSD Curncy,0.000282935,0.007875593,Currency,Currency,Kazakhstan Tenge/Us Dollar,
PYGUSD Curncy,0.000173675,0.001663557,Currency,Currency,Paraguay Guarani/Us Dollar,
ETBUSD Curncy,-0.001150071,0.011669521,Currency,Currency,Ethiopian Birr/Us Dollar,
KRWUSD Curncy,0.000307424,0.004336673,Currency,Currency,South Korean Won/Us Dollar,
GBPUSD  Curncy,0.000502735,0.005135768,Currency,Currency,British Pound/Us Dollar,
XPTUSD  Curncy,-0.000283947,0.009385485,Currency,Currency,Platinum/Us Dollar,
IQDUSD Curncy,-3.08E-05,0.003526497,Currency,Currency,Iraqi Dinar/Us Dollar,
AEDUSD Curncy,1.04E-09,4.57E-05,Currency,Currency,Uae Dirham/Us Dollar,
USD Curncy,0,0,Currency,Currency,Us Dollar,
SLLUSD Curncy,0,0,Currency,Currency,Sierra Leone Leone/Us Dollar,
ATSUSD Curncy,0.000297508,0.004134713,Currency,Currency,Austrian Schilling/Us Dollar,
AZNUSD Curncy,5.88E-05,0.003564235,Currency,Currency,New Azerbaijan/Us Dollar,
LYDUSD Curncy,0.00047673,0.007852738,Currency,Currency,Libyan Dinar/Us Dollar,
BHDUSD Curncy,-4.50E-07,0.000512116,Currency,Currency,Bahraini Dinar/Us Dollar,
DZDUSD Curncy,-0.000168886,0.002825336,Currency,Currency,Algerian Dinar/Us Dollar,
SCRUSD Curncy,-6.19E-05,0.01324528,Currency,Currency,Seychelles Rupee/Us Dollar,
CNYUSD Curncy,0.000259454,0.00259911,Currency,Currency,China Renminbi/Us Dollar,
GIPUSD  Curncy,0.000502735,0.005135768,Currency,Currency,Gibraltar Pound/Us Dollar,
NZDUSD  Curncy,9.81E-05,0.005324152,Currency,Currency,New Zealand Dollar/Us Dollar,
NOKUSD Curncy,3.16E-05,0.005205499,Currency,Currency,Norwegian Krone/Us Dollar,
MWKUSD Curncy,-1.22E-06,0.000952029,Currency,Currency,Malawi Kwacha/Us Dollar,
MROUSD Curncy,7.54E-06,0.00389843,Currency,Currency,Mauritania Ouguiya/Us Dollar,
MDLUSD Curncy,0.000475635,0.002996768,Currency,Currency,Moldova Lei/Us Dollar,
TRYUSD Curncy,-0.000788684,0.007418175,Currency,Currency,Turkish Lira/Us Dollar,
BWPUSD  Curncy,0.000394297,0.004590369,Currency,Currency,Botswana Pula/Us Dollar,
HNLUSD Curncy,-7.21E-05,0.000580783,Currency,Currency,Honduras Lempira/Us Dollar,
HKDUSD Curncy,-5.34E-06,0.000392881,Currency,Currency,Hong Kong Dollar/Us Dollar,
NZDUSD Curncy,9.81E-05,0.005324152,Currency,Currency,New Zealand Dollar/Us Dollar,
HRKUSD Curncy,0.000272786,0.004588828,Currency,Currency,Kuna/Us Dollar,
MURUSD Curncy,2.27E-05,0.008782707,Currency,Currency,Mauritius Rupee/Us Dollar,
NPRUSD Curncy,-0.000139597,0.002674796,Currency,Currency,Nepal Rupee/Us Dollar,
SRDUSD Curncy,-3.49E-05,0.000226185,Currency,Currency,Suriname Dollar/Us Dollar,
VUVUSD Curncy,0.000143337,0.010857858,Currency,Currency,Vanuatu Vatu/Us Dollar,
MXNUSD Curncy,-0.000403531,0.006394727,Currency,Currency,Mexican Peso/Us Dollar,
SHPUSD  Curncy,0.000502735,0.005135768,Currency,Currency,St. Helena Pound/Us Dollar,
TJSUSD Curncy,-6.82E-06,0.000685234,Currency,Currency,Tajikistan Somoni/Us Dollar,
XAFUSD Curncy,0.000130023,0.013429545,Currency,Currency,Cent. Afr. Repub./Us Dollar,
QARUSD Curncy,-7.18E-06,0.008047092,Currency,Currency,Qatari Riyal/Us Dollar,
PTEUSD Curncy,0.000298142,0.004107226,Currency,Currency,Portuguese Escudo/Us Dollar,
LSLUSD Curncy,0.000680008,0.009328234,Currency,Currency,Lesotho Loti/Us Dollar,
THBUSD Curncy,0.000412719,0.002372052,Currency,Currency,Thai Baht/Us Dollar,
WSTUSD  Curncy,3.08E-06,0.015058796,Currency,Currency,Samoa (West) Tala/Us Dollar,
BZDUSD Curncy,4.48E-08,0.000300578,Currency,Currency,Belize Dollar/Us Dollar,
XPFUSD Curncy,0.00025068,0.006306155,Currency,Currency,French Pacific Is. Franc/Us Do,
PABUSD Curncy,0,0,Currency,Currency,Panamanian Balboa/Us Dollar,
GHSUSD Curncy,3.87E-05,0.004771957,Currency,Currency,Ghana Cedi/Us Dollar,
UAHUSD Curncy,-0.000237169,0.004077868,Currency,Currency,Ukraine Hryvnia/Us Dollar,
BAMUSD Curncy,0.000290686,0.004239323,Currency,Currency,Bosnia-Herze Conv Marka/Us Dol,
FKPUSD  Curncy,0.000502735,0.005135768,Currency,Currency,Falkland Is. Pound/Us Dollar,
UGXUSD Curncy,-0.00011116,0.002037044,Currency,Currency,Ugandan Shilling/Us Dollar,
UYUUSD Curncy,7.42E-05,0.00409355,Currency,Currency,Uruguay Peso/Us Dollar,
NADUSD Curncy,0.000680008,0.009328234,Currency,Currency,Namibia Dollar/Us Dollar,
NLGUSD Curncy,0.000294509,0.004100449,Currency,Currency,Dutch Guilder/Us Dollar,
MGAUSD Curncy,-0.000591179,0.007798119,Currency,Currency,Madagascar/Us Dollar,
EEKUSD Curncy,0.000297171,0.004096021,Currency,Currency,Estonian Kroon/Us Dollar,
DKKUSD Curncy,0.000290013,0.004115817,Currency,Currency,Danish Krone/Us Dollar,
HG1 Comdty,9.03E-05,0.012160635,Commodity,Commodity,Comex Copper Future,
NG1 Comdty,-0.000633637,0.0288561,Commodity,Commodity,Nymex Henry Hub Natural Gas Fu,
KC1 Comdty,-0.000343189,0.013949256,Commodity,Commodity,Nybot Csc C Coffee Future,
C 1 Comdty,0.000681774,0.007488809,Commodity,Commodity,Cbot Corn Future,
GC1 Comdty,-1.95E-05,0.006820168,Commodity,Commodity,Comex Gold 100 Troy Ounces Fut,
CT1 Comdty,0.001152763,0.012809581,Commodity,Commodity,Nybot Ctn Number 2 Cotton Futu,
XB1 Comdty,0.000812738,0.016462134,Commodity,Commodity,Nymex Reformulated Gasoline Bl,
LA1 Comdty,0.000148648,0.011501789,Commodity,Commodity,Lme Primary Aluminum Future,
S 1 Comdty,0.001003343,0.008026669,Commodity,Commodity,Cbot Soybean Future,
CO1 Comdty,0.001638962,0.012897041,Commodity,Commodity,Ice Brent Crude Oil Future,
LX1 Comdty,0.000505674,0.013134367,Commodity,Commodity,Lme Zinc Future,
LC1 Comdty,0.000767167,0.01318662,Commodity,Commodity,Cme Live Cattle Future,
BO1 Comdty,-0.000764899,0.008418885,Commodity,Commodity,Cbot Soybean Oil Future,
LN1 Comdty,0.001116456,0.021559003,Commodity,Commodity,Lme Nickel Future,
SI1 Comdty,-0.00057504,0.011022812,Commodity,Commodity,Comex Silver Future,
HO1 Comdty,0.000674368,0.012956005,Commodity,Commodity,Nymex Ny Harbor Ulsd Futures,
SM1 Comdty,0.002273148,0.011298339,Commodity,Commodity,Cbot Soybean Meal Future,
SB1 Comdty,-4.85E-05,0.017237712,Commodity,Commodity,Nybot Csc Number 11 World Suga,
W 1 Comdty,0.001143701,0.013465586,Commodity,Commodity,Cbot Wheat Future,
KW1 Comdty,0.001671088,0.013458061,Commodity,Commodity,Kcbt Hard Red Winter Wheat Fut,
LH1 Comdty,0.000983829,0.02106813,Commodity,Commodity,Cme Lean Hogs Future,
CL1 Comdty,0.002176853,0.013369658,Commodity,Commodity,Nymex Light Sweet Crude Oil Fu,Reference Point
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
